player_name,college
Wendell Carter Jr.,Duke
Wayne Selden,Kansas
Wayne Ellington,North Carolina
Walt Lemon Jr.,None
Wade Baldwin IV,Vanderbilt
Vincent Edwards,Purdue
Vince Carter,North Carolina
Victor Oladipo,Indiana
Udonis Haslem,Florida
Tyus Jones,Duke
Tyson Chandler,None
Tyrone Wallace,California
Wes Iwundu,Kansas State
Thomas Bryant,Indiana
Theo Pinson,None
Thaddeus Young,Georgia Tech
Sam Dekker,Wisconsin
Kalin Lucas,Michigan State
Ryan Broekhoff,None
Ryan Arcidiacono,Villanova
Ryan Anderson,California
Russell Westbrook,UCLA
Rudy Gobert,None
Rudy Gay,Connecticut
Royce O'Neale,Baylor
Rondae Hollis-Jefferson,Arizona
Ron Baker,Wichita State
Rodney McGruder,Kansas State
Scott Machado,Iona
Rodney Hood,Duke
Robin Lopez,Stanford
Robert Williams III,Texas A&M
Robert Covington,Tennessee State
Ricky Rubio,None
Richaun Holmes,Bowling Green
Reggie Jackson,Boston College
Reggie Bullock,North Carolina
Raymond Felton,North Carolina
Ray Spalding,Louisville
Rawle Alkins,None
Raul Neto,None
Rajon Rondo,Kentucky
Rodions Kurucs,None
Quinn Cook,Duke
Semi Ojeleye,Southern Methodist
Seth Curry,Duke
Thabo Sefolosha,None
Terry Rozier,Louisville
Terrence Ross,Washington
Terrence Jones,Kentucky
Terrance Ferguson,None
Taurean Prince,Baylor
Taj Gibson,USC
Tahjere McCall,Tennessee State
TJ Leaf,UCLA
T.J. Warren,North Carolina State
T.J. McConnell,Arizona
Svi Mykhailiuk,Kansas
Serge Ibaka,None
Steven Adams,Pittsburgh
Stephen Curry,Davidson
Stanley Johnson,Arizona
Spencer Dinwiddie,Colorado
Solomon Hill,Arizona
Skal Labissiere,Kentucky
Sindarius Thornwell,South Carolina
Shelvin Mack,Butler
Shaun Livingston,None
Shaquille Harrison,Tulsa
Shake Milton,Southern Methodist
Shai Gilgeous-Alexander,Kentucky
Shabazz Napier,Connecticut
Sterling Brown,Southern Methodist
Dante Exum,None
Kadeem Allen,Arizona
Justise Winslow,Duke
Abdel Nader,Iowa State
Aaron Holiday,UCLA
Aaron Gordon,Arizona
Dario Saric,None
Darius Miller,Kentucky
Darren Collison,UCLA
Al Horford,Florida
Daryl Macon,Arkansas
Davis Bertans,None
Davon Reed,Miami
De'Aaron Fox,Kentucky
De'Anthony Melton,USC
DeAndre Jordan,Texas A&M
DeAndre' Bembry,None
David Nwaba,None
DeMar DeRozan,USC
Al-Farouq Aminu,Wake Forest
Alec Burks,Colorado
Andrew Bogut,Utah
Andre Ingram,American University
Andre Iguodala,Arizona
Andre Drummond,Connecticut
Amir Johnson,None
Amile Jefferson,Duke
Alan Williams,Cal-Santa Barbara
Allonzo Trier,Arizona
Alize Johnson,Missouri State
Alfonzo McKinnie,None
Alex Poythress,Kentucky
Alex Len,Maryland
Alex Caruso,Texas A&M
Alex Abrines,None
Allen Crabbe,California
Andrew Harrison,Kentucky
DeMarcus Cousins,Kentucky
DeVaughn Akoon-Purcell,Illinois State
Dion Waiters,Syracuse
Dirk Nowitzki,None
Domantas Sabonis,Gonzaga
Donatas Motiejunas,None
Donovan Mitchell,Louisville
Donte DiVincenzo,Villanova
Dillon Brooks,Oregon
Donte Grantham,Clemson
Doug McDermott,Creighton
Dragan Bender,None
Draymond Green,Michigan State
Drew Eubanks,None
Duncan Robinson,Michigan
Dusty Hannahs,Arkansas
Dorian Finney-Smith,Florida
DeMarre Carroll,Missouri
Deyonta Davis,Michigan State
Devonte' Graham,Kansas
Deandre Ayton,Arizona
Delon Wright,Utah
Demetrius Jackson,Notre Dame
Deng Adel,None
Dennis Schroder,None
Dennis Smith Jr.,North Carolina State
Dewayne Dedmon,USC
Deonte Burton,Iowa State
Derrick Jones Jr.,UNLV
Derrick Rose,Memphis
Derrick White,Colorado
Devin Booker,Kentucky
Devin Harris,Wisconsin
Devin Robinson,Florida
Derrick Favors,Georgia Tech
Andrew Wiggins,Kansas
Anfernee Simons,None
Angel Delgado,None
Cody Zeller,Indiana
Clint Capela,None
Christian Wood,UNLV
Chris Paul,Wake Forest
Chris Chiozza,None
Chris Boucher,Oregon
Collin Sexton,Alabama
Chimezie Metu,USC
Chasson Randle,Stanford
Channing Frye,Arizona
Chandler Parsons,Florida
Chandler Hutchison,Boise State
Cedi Osman,None
Carmelo Anthony,Syracuse
Cheick Diallo,Kansas
Caris LeVert,Michigan
Corey Brewer,Florida
Courtney Lee,Western Kentucky
Danny Green,North Carolina
Danilo Gallinari,None
Daniel Theis,None
Daniel Hamilton,Connecticut
Damyean Dotson,Houston
Damion Lee,Louisville
Cory Joseph,Texas
Damian Lillard,Weber State
Dairis Bertans,None
DJ Stephens,Memphis
D.J. Wilson,Michigan
D.J. Augustin,Texas
D'Angelo Russell,Ohio State
Cristiano Felicio,None
Damian Jones,Vanderbilt
Cameron Reynolds,None
Cameron Payne,Murray State
Caleb Swanigan,Purdue
Blake Griffin,Oklahoma
Bismack Biyombo,None
Billy Garrett,DePaul
Ben Simmons,Louisiana State
Ben McLemore,Kansas
Bam Adebayo,Kentucky
Boban Marjanovic,None
BJ Johnson,None
Austin Rivers,Duke
Aron Baynes,Washington State
Antonio Blakeney,Louisiana State
Anthony Tolliver,Creighton
Anthony Davis,Kentucky
Ante Zizic,None
Avery Bradley,Texas
Bobby Portis,Arkansas
Bogdan Bogdanovic,None
Bojan Bogdanovic,None
CJ Miles,None
CJ McCollum,Lehigh
C.J. Williams,North Carolina State
Buddy Hield,Oklahoma
Bryn Forbes,Michigan State
Bruno Caboclo,None
Bruce Brown,Miami
Brook Lopez,Stanford
Brandon Sampson,None
Danuel House Jr.,Texas A&M
Brandon Ingram,Duke
Brandon Goodwin,None
Bradley Beal,Florida
Brad Wanamaker,Pittsburgh
Bonzie Colson,Notre Dame
Dwayne Bacon,Florida State
Dwight Howard,None
Dwight Powell,Stanford
Dwyane Wade,Marquette
Jaylen Morris,Molloy
Jayson Tatum,Duke
Jeff Green,Georgetown
Jeff Teague,Wake Forest
Jemerrio Jones,None
Jerami Grant,Syracuse
Jaylen Brown,California
Jeremy Lamb,Connecticut
Jerian Grant,Notre Dame
Jerome Robinson,Boston College
Jerryd Bayless,Arizona
Jevon Carter,West Virginia
Jimmer Fredette,Brigham Young
Jimmy Butler,Marquette
Jeremy Lin,Harvard
Joakim Noah,Florida
Jaylen Adams,St. Bonaventure
Jason Smith,Colorado State
Jalen Jones,Texas A&M
Jamal Crawford,Michigan
Jamal Murray,Kentucky
James Ennis III,Cal State-Long Beach
James Harden,Arizona State
James Johnson,Wake Forest
Jawun Evans,Oklahoma State
James Nunnally,Cal-Santa Barbara
Jared Terrell,Rhode Island
Jarell Martin,Louisiana State
Jaren Jackson Jr.,Michigan State
Jaron Blossomgame,Clemson
Jarred Vanderbilt,Kentucky
Jarrett Allen,Texas
Jared Dudley,Boston College
Jodie Meeks,Kentucky
Joe Chealey,College of Charleston
Joe Harris,Virginia
Jordan Sibert,University of Dayton
Jose Calderon,None
Josh Hart,Villanova
Josh Jackson,Kansas
Josh Okogie,Georgia Institute of Technology
Josh Richardson,Tennessee
Jordan McRae,Tennessee
Jrue Holiday,UCLA
Julian Washburn,Texas-El Paso
Julius Randle,Kentucky
Justin Anderson,Virginia
Justin Holiday,Washington
Justin Jackson,North Carolina
Justin Patton,Creighton
Juancho Hernangomez,None
Jordan Loyd,None
Jordan Clarkson,Missouri
Jordan Bell,Oregon
Joe Ingles,None
Joel Embiid,Kansas
John Collins,Wake Forest
John Henson,North Carolina
John Holland,Boston U.
John Jenkins,Vanderbilt
John Wall,Kentucky
Johnathan Motley,Baylor
Johnathan Williams,Gonzaga
Jon Leuer,Wisconsin
Jonah Bolden,None
Jonas Jerebko,None
Jonas Valanciunas,None
Jonathan Isaac,Florida State
Jonathon Simmons,Houston
Jalen Brunson,Villanova
Jusuf Nurkic,None
Jakob Poeltl,Utah
Jahlil Okafor,Duke
Frank Mason,Kansas
Frank Ntilikina,None
Fred VanVleet,Wichita State
Furkan Korkmaz,None
Garrett Temple,Louisiana State
Gary Clark,None
Frank Kaminsky,Wisconsin
Gary Harris,Michigan State
Gary Trent Jr.,None
George Hill,None
George King,University of Colorado Boulder
Georges Niang,Iowa State
Gerald Green,None
Giannis Antetokounmpo,None
Gary Payton II,Oregon State
Glenn Robinson III,Michigan
Frank Jackson,Duke
Evan Fournier,None
Dzanan Musa,None
E'Twaun Moore,Purdue
Ed Davis,North Carolina
Edmond Sumner,Xavier
Ekpe Udoh,Baylor
Elfrid Payton,Louisana-Lafayette
Evan Turner,Ohio State
Elie Okobo,None
Emmanuel Mudiay,None
Enes Kanter, 
Eric Bledsoe,Kentucky
Eric Gordon,Indiana
Eric Moreland,Oregon State
Ersan Ilyasova,None
Emanuel Terry,None
Goran Dragic,None
Gordon Hayward,Butler
Gorgui Dieng,Louisville
Isaiah Thomas,Washington
Ish Smith,Wake Forest
Ivan Rabb,"University of California, Berkeley"
Ivica Zubac,None
J.J. Barea,Northeastern
J.P. Macura,Xavier
Isaiah Hicks,North Carolina
JJ Redick,Duke
JaKarr Sampson,"St. John's, N.Y."
JaMychal Green,Alabama
JaVale McGee,Nevada-Reno
Jabari Parker,Duke
Jacob Evans,Cincinnati
Jae Crowder,Marquette
JR Smith,None
Isaiah Hartenstein,None
Isaiah Canaan,Murray State
Isaiah Briscoe,None
Grayson Allen,Duke
Greg Monroe,Georgetown
Guerschon Yabusele,None
Hamidou Diallo,Kentucky
Harrison Barnes,North Carolina
Harry Giles III,Duke
Hassan Whiteside,Marshall
Haywood Highsmith,None
Henry Ellenson,Marquette
Ian Clark,Belmont
Ian Mahinmi,None
Ike Anigbogu,UCLA
Iman Shumpert,Georgia Tech
Isaac Bonga,None
Isaac Humphries,Kentucky
Jake Layman,Maryland
Brandon Knight,Kentucky
Zhou Qi,None
Zhaire Smith,Texas Tech
Fred VanVleet,Wichita State
Furkan Korkmaz,None
Gabe Vincent,California-Santa Barbara
Garrett Temple,Louisiana State
Garrison Mathews,Lipscomb
Gary Clark,Cincinnati
Gary Harris,Michigan State
Gary Payton II,Oregon State
Gary Trent Jr.,Duke
George Hill,Indiana-Purdue Indianapolis
Georges Niang,Iowa State
Giannis Antetokounmpo,None
Glenn Robinson III,Michigan
Goga Bitadze,None
Goran Dragic,None
Gordon Hayward,Butler
Gorgui Dieng,Louisville
Grant Williams,Tennessee
Grayson Allen,Duke
Hamidou Diallo,Kentucky
Harrison Barnes,North Carolina
Harry Giles III,Duke
Hassan Whiteside,Marshall
Henry Ellenson,Marquette
Ian Mahinmi,None
Ignas Brazdeikis,Michigan
Iman Shumpert,Georgia Tech
Isaac Bonga,None
Isaiah Hartenstein,None
Frank Ntilikina,None
Isaiah Roby,Nebraska-Lincoln
Frank Mason,Kansas
Frank Jackson,Duke
Domantas Sabonis,Gonzaga
Donovan Mitchell,Louisville
Donta Hall,Alabama
Donte DiVincenzo,Villanova
Dorian Finney-Smith,Florida
Doug McDermott,Creighton
Dragan Bender,None
Draymond Green,Michigan State
Drew Eubanks,Oregon State
Duncan Robinson,Michigan
Dusty Hannahs,Arkansas
Dwayne Bacon,Florida State
Dwight Howard,None
Dwight Powell,Stanford
Dzanan Musa,None
E'Twaun Moore,Purdue
Ed Davis,North Carolina
Edmond Sumner,Xavier
Elfrid Payton,Louisana-Lafayette
Elie Okobo,None
Emmanuel Mudiay,None
Enes Kanter,None
Eric Bledsoe,Kentucky
Eric Gordon,Indiana
Eric Mika,Brigham Young
Eric Paschall,Villanova
Ersan Ilyasova,None
Evan Fournier,None
Evan Turner,Ohio State
Frank Kaminsky,Wisconsin
Dion Waiters,Syracuse
Isaiah Thomas,Washington
Ivica Zubac,None
Jaylen Hoard,Wake Forest
Jaylen Nowell,Washington
Jayson Tatum,Duke
Jeff Green,Georgetown
Jeff Teague,Wake Forest
Jerami Grant,Syracuse
Jeremiah Martin,Memphis
Jeremy Lamb,Connecticut
Jeremy Pargo,Gonzaga
Jerian Grant,Notre Dame
Jerome Robinson,Boston College
Jevon Carter,West Virginia
Jimmy Butler,Marquette
Joakim Noah,Florida
Joe Chealey,College of Charleston
Joe Harris,Virginia
Joe Ingles,None
Joel Embiid,Kansas
John Collins,Wake Forest
John Henson,North Carolina
John Konchar,Indiana-Purdue Fort Wayne
Johnathan Motley,Baylor
Johnathan Williams,Gonzaga
Jonah Bolden,UCLA
Jonas Valanciunas,None
Jonathan Isaac,Florida State
Jordan Bell,Oregon
Jordan Bone,Tennessee
Jordan Clarkson,Missouri
Jaylen Brown,California
Ish Smith,Wake Forest
Jaxson Hayes,Texas-Austin
Jarrod Uthoff,Iowa
J.J. Barea,Northeastern
J.P. Macura,Xavier
JJ Redick,Duke
JR Smith,No College
Ja Morant,Murray State
JaKarr Sampson,St. John's
JaMychal Green,Alabama
JaVale McGee,Nevada-Reno
Jabari Parker,Duke
Jacob Evans,Cincinnati
Jae Crowder,Marquette
Jahlil Okafor,Duke
Jake Layman,Maryland
Jakob Poeltl,Utah
Jalen Brunson,Villanova
Jalen Lecque,None
Jalen McDaniels,San Diego State
Jamal Crawford,Michigan
Jamal Murray,Kentucky
James Ennis III,California State-Long Beach
James Harden,Arizona State
James Johnson,Wake Forest
Jared Dudley,Boston College
Jared Harper,Auburn
Jaren Jackson Jr.,Michigan State
Jarred Vanderbilt,Kentucky
Jarrell Brantley,College of Charleston
Jarrett Allen,Texas-Austin
Jarrett Culver,Texas Tech
Javonte Green,Radford
Dillon Brooks,Oregon
Dewayne Dedmon,Southern California
Dewan Hernandez,Miami
Bismack Biyombo,None
Blake Griffin,Oklahoma
Boban Marjanovic,None
Bobby Portis,Arkansas
Bogdan Bogdanovic,None
Bojan Bogdanovic,None
Bol Bol,Oregon
Brad Wanamaker,Pittsburgh
Bradley Beal,Florida
Brandon Clarke,Gonzaga
Brandon Goodwin,Florida Gulf Coast
Brandon Ingram,Duke
Brandon Knight,Kentucky
Brian Bowen II,None
Brook Lopez,Stanford
Bruce Brown,Miami
Bruno Caboclo,None
Bruno Fernando,Maryland
Bryn Forbes,Michigan State
Buddy Hield,Oklahoma
CJ McCollum,Lehigh
CJ Miles,None
Caleb Martin,Nevada-Reno
Caleb Swanigan,Purdue
Cam Reddish,Duke
Cameron Johnson,North Carolina
Cameron Payne,Murray State
Caris LeVert,Michigan
Carmelo Anthony,Syracuse
Ben Simmons,Louisiana State
Carsen Edwards,Purdue
Ben McLemore,Kansas
BJ Johnson,La Salle
Aaron Holiday,UCLA
Abdel Nader,Iowa State
Adam Mokoka,None
Admiral Schofield,Tennessee
Al Horford,Florida
Al-Farouq Aminu,Wake Forest
Alec Burks,Colorado
Alen Smailagic,None
Alex Caruso,Texas A&M
Alex Len,Maryland
Alfonzo McKinnie,Wisconsin-Green Bay
Alize Johnson,Missouri State
Allen Crabbe,California
Allonzo Trier,Arizona
Amile Jefferson,Duke
Amir Coffey,Minnesota
Andre Drummond,Connecticut
Andre Iguodala,Arizona
Andre Roberson,Colorado
Andrew Wiggins,Kansas
Anfernee Simons,None
Ante Zizic,None
Anthony Davis,Kentucky
Anthony Tolliver,Creighton
Antonius Cleveland,S.E. Missouri
Anzejs Pasecniks,None
Aron Baynes,Washington State
Austin Rivers,Duke
Avery Bradley,Texas-Austin
Bam Adebayo,Kentucky
Cedi Osman,None
Chandler Hutchison,Boise State
Chandler Parsons,Florida
Darius Bazley,None
Darius Garland,Vanderbilt
Daryl Macon,Arkansas
David Nwaba,Cal Poly
Davis Bertans,None
De'Aaron Fox,Kentucky
De'Andre Hunter,Virginia
De'Anthony Melton,Southern California
DeAndre Jordan,Texas A&M
DeAndre' Bembry,St. Joseph's (PA)
DeMar DeRozan,Southern California
DeMarre Carroll,Missouri
Dean Wade,Kansas State
Deandre Ayton,Arizona
Dejounte Murray,Washington
Delon Wright,Utah
Dennis Schroder,None
Dennis Smith Jr.,North Carolina State
Denzel Valentine,Michigan State
Deonte Burton,Iowa State
Derrick Favors,Georgia Tech
Derrick Jones Jr.,UNLV
Derrick Rose,Memphis
Derrick Walton Jr.,Michigan
Derrick White,Colorado
Devin Booker,Kentucky
Devon Hall,Virginia
Devontae Cacok,North Carolina-Wilmington
Devonte' Graham,Kansas
Dario Saric,None
Danuel House Jr.,Texas A&M
Dante Exum,None
Danny Green,North Carolina
Charlie Brown Jr.,St. Joseph's (PA)
Chasson Randle,Stanford
Cheick Diallo,Kansas
Chimezie Metu,Southern California
Chris Boucher,Oregon
Chris Chiozza,Florida
Chris Clemons,Campbell University
Chris Paul,Wake Forest
Chris Silva,South Carolina
Christian Wood,UNLV
Clint Capela,None
Coby White,North Carolina
Cody Martin,Nevada-Reno
Cody Zeller,Indiana
Jordan McRae,Tennessee
Collin Sexton,Alabama
Cory Joseph,University of Texas at Austin
Courtney Lee,Western Kentucky
Cristiano Felicio,None
D'Angelo Russell,Ohio State
D.J. Augustin,Texas-Austin
D.J. Wilson,Michigan
DaQuan Jeffries,Tulsa
Damian Jones,Vanderbilt
Damian Lillard,Weber State
Damion Lee,Drexel
Damyean Dotson,Houston
Daniel Gafford,Arkansas
Daniel Theis,None
Danilo Gallinari,None
Corey Brewer,Florida
Jordan Poole,Michigan
Aaron Gordon,Arizona
Josh Hart,Villanova
Rondae Hollis-Jefferson,Arizona
Royce O'Neale,Baylor
Rudy Gay,Connecticut
Rudy Gobert,None
Rui Hachimura,Gonzaga
Russell Westbrook,UCLA
Ryan Anderson,California
Ryan Arcidiacono,Villanova
Ryan Broekhoff,Valparaiso
Sekou Doumbouya,None
Semi Ojeleye,Southern Methodist
Serge Ibaka,None
Seth Curry,Duke
Shabazz Napier,Connecticut
Shai Gilgeous-Alexander,Kentucky
Shake Milton,Southern Methodist
Shamorie Ponds,"St. John's, N.Y."
Shaquille Harrison,Tulsa
Sindarius Thornwell,South Carolina
Skal Labissiere,Kentucky
Solomon Hill,Arizona
Spencer Dinwiddie,Colorado
Stanley Johnson,Arizona
Stanton Kidd,Colorado State
Stephen Curry,Davidson
Sterling Brown,Southern Methodist
Steven Adams,Pittsburgh
Svi Mykhailiuk,Kansas
T.J. Leaf,UCLA
Romeo Langford,Indiana
T.J. McConnell,Arizona
Rodney McGruder,Kansas State
Rodions Kurucs,None
OG Anunoby,Indiana
Omari Spellman,Villanova
Oshae Brissett,Syracuse
Otto Porter Jr.,Georgetown
P.J. Tucker,Texas-Austin
P.J. Washington,Kentucky
PJ Dozier,South Carolina
Pascal Siakam,New Mexico State
Pat Connaughton,Notre Dame
Patrick Beverley,Arkansas
Patrick McCaw,UNLV
Patrick Patterson,Kentucky
Patty Mills,St.Mary's College of California
Paul George,Fresno State
Paul Millsap,Louisiana Tech
Paul Watson,Fresno State
Quinn Cook,Duke
Quinndary Weatherspoon,Mississippi State
RJ Barrett,Duke
Rajon Rondo,Kentucky
Raul Neto,None
Rayjon Tucker,Arkansas-Little Rock
Reggie Bullock,North Carolina
Reggie Jackson,Boston College
Richaun Holmes,Bowling Green
Ricky Rubio,None
Robert Covington,Tennessee State
Robert Williams III,Texas A&M
Robin Lopez,Stanford
Rodney Hood,Duke
T.J. Warren,North Carolina State
Tacko Fall,Central Florida
Taj Gibson,Southern California
Tyler Johnson,Fresno State
Tyler Zeller,North Carolina
Tyrone Wallace,California
Tyson Chandler,None
Tyus Jones,Duke
Udonis Haslem,Florida
Vic Law,Northwestern
Victor Oladipo,Indiana
Vince Carter,North Carolina
Vincent Poirier,None
Vlatko Cancar,None
Wayne Ellington,North Carolina
Wendell Carter Jr.,Duke
Wenyen Gabriel,Kentucky
Wes Iwundu,Kansas State
Wesley Matthews,Marquette
Will Barton,Memphis
William Howard,None
Willie Cauley-Stein,Kentucky
Willy Hernangomez,None
Wilson Chandler,DePaul
Yogi Ferrell,Indiana
Yuta Watanabe,George Washington
Zach Collins,Gonzaga
Zach LaVine,UCLA
Zach Norvell Jr.,Gonzaga
Zhaire Smith,Texas Tech
Zion Williamson,Duke
Zylan Cheatham,Arizona State
Tyler Herro,Kentucky
Tyler Cook,Iowa
Ty Jerome,Virginia
Troy Daniels,Virginia Commonwealth
Talen Horton-Tucker,Iowa State
Tariq Owens,Texas Tech
Taurean Prince,Baylor
Terance Mann,Florida State
Terence Davis,Mississippi
Terrance Ferguson,None
Terrence Ross,Washington
Terry Rozier,Louisville
Thabo Sefolosha,None
Thaddeus Young,Georgia Tech
Thanasis Antetokounmpo,None
Theo Pinson,North Carolina
Thomas Bryant,Indiana
Thon Maker,None
Josh Gray,Louisiana State
Tim Frazier,Penn State
Timothe Luwawu-Cabarrot,None
Tobias Harris,Tennessee
Tomas Satoransky,None
Tony Bradley,North Carolina
Tony Snell,New Mexico
Torrey Craig,South Carolina Upstate
Trae Young,Oklahoma
Tremont Waters,Louisiana State
Treveon Graham,Va Commonwealth
Trevor Ariza,UCLA
Trey Burke,Michigan
Trey Lyles,Kentucky
Tristan Thompson,Texas-Austin
Troy Brown Jr.,Oregon
Tim Hardaway Jr.,Michigan
Norman Powell,UCLA
Norvel Pelle,Iona
Nikola Vucevic,Southern California
Kevin Hervey,Texas-Arlington
Kevin Huerter,Maryland
Kevin Knox II,Kentucky
Kevin Love,UCLA
Kevin Porter Jr.,Southern California
Kevon Looney,UCLA
Khem Birch,UNLV
Khris Middleton,Texas A&M
Khyri Thomas,Creighton
Kostas Antetokounmpo,Dayton
Kris Dunn,Providence
Kristaps Porzingis,None
Ky Bowman,Boston College
Kyle Alexander,Tennessee
Kyle Anderson,UCLA
Kyle Guy,Virginia
Kyle Korver,Creighton
Kyle Kuzma,Utah
Kyle Lowry,Villanova
Kyle O'Quinn,Norfolk State
Kyrie Irving,Duke
LaMarcus Aldridge,University of Texas at Austin
Lance Thomas,Duke
Landry Shamet,Wichita State
Langston Galloway,St. Joseph's (PA)
Larry Nance Jr.,Wyoming
Lauri Markkanen,Arizona
LeBron James,None
Noah Vonleh,Indiana
Kentavious Caldwell-Pope,Georgia
Lonzo Ball,UCLA
Kent Bazemore,Old Dominion
Kendrick Nunn,Oakland
Josh Jackson,Kansas
Josh Magette,Alabama Huntsville
Josh Okogie,Georgia Tech
Josh Reaves,Penn State
Josh Richardson,Tennessee
Jrue Holiday,UCLA
Juan Toscano-Anderson,Marquette
Juancho Hernangomez,None
Julius Randle,Kentucky
Justin Anderson,Virginia
Justin Holiday,Washington
Justin Jackson,North Carolina
Justin James,Wyoming
Justin Patton,Creighton
